index,title,authors,year,venue,id,references,abstract,ISCITED_COUNT,AUTHOR_COUNT,REF_COUNT,MAIN_AUTHOR,SECONDARY_AUTHORS,TITLE_TOKEN,ABSTRACT_TOKEN
776569,Capturing the spatiotemporal behavior of real traffic data,"['Mengzhi Wang', 'Anastassia Ailamaki', 'Christos Faloutsos']",2002,Perform Eval,1037257,"['642517', '400172', '400214', '636350', '1118247', '1122070', '1122405', '588628', '598258', '596927', '597570', '597137', '533825', '489512']",Traffic data such as disk and memory accesses typically exhibits burstiness temporal locality and spatial locality However except for qualitative speculations it is not even known how to measure the spatiotemporal correlation let alone how to reproduce it realistically In this paper we propose the entropy plots to quantify the correlation and develop a new statistical model the PQRS model to capture the burstiness and correlation of the real spatiotemporal traffic Moreover the model requires very few parameters and offers linear scalability Experiments with multiple real data sets show that our model can mimic real traces very well,3,3,14,Mengzhi Wang,"['Anastassia Ailamaki', 'Christos Faloutsos']","['capturing', 'the', 'spatiotemporal', 'behavior', 'of', 'real', 'traffic', 'data']","['traffic', 'data', 'such', 'as', 'disk', 'and', 'memory', 'accesses', 'typically', 'exhibits', 'burstiness', 'temporal', 'locality', 'and', 'spatial', 'locality', 'however', 'except', 'for', 'qualitative', 'speculations', 'it', 'is', 'not', 'even', 'known', 'how', 'to', 'measure', 'the', 'spatiotemporal', 'correlation', 'let', 'alone', 'how', 'to', 'reproduce', 'it', 'realistically', 'in', 'this', 'paper', 'we', 'propose', 'the', 'entropy', 'plots', 'to', 'quantify', 'the', 'correlation', 'and', 'develop', 'a', 'new', 'statistical', 'model', 'the', 'pqrs', 'model', 'to', 'capture', 'the', 'burstiness', 'and', 'correlation', 'of', 'the', 'real', 'spatiotemporal', 'traffic', 'moreover', 'the', 'model', 'requires', 'very', 'few', 'parameters', 'and', 'offers', 'linear', 'scalability', 'experiments', 'with', 'multiple', 'real', 'data', 'sets', 'show', 'that', 'our', 'model', 'can', 'mimic', 'real', 'traces', 'very', 'well']"
835854,Combining Join and SemiJoin Operations for Distributed Query Processing,"['Ming-Syan Chen', 'Philip S. Yu']",1993,IEEE Trans Knowl Data Eng,1112563,"['1127257', '949714', '1118263', '2019', '642353', '160207', '1124800', '1058807', '1118360', '545056', '1128366', '598992', '1118473', '2847', '1128984', '1129235', '777098', '1113846', '832857', '1129905', '3446', '219905']",The application of a combination of join and semijoin operations to minimize the amount of data transmission required for distributed query processing is discussed Specifically two important concepts that occur with the use of join operations as reducers in query processing namely gainful semijoins and pure joint attributes are used Some semijoint though not profitable themselves may benefit the execution of subsequent join operations as reducers Such a semijoin is termed a gainful semijoin In addition join attributes that are not part of the output attributes are referred to as pure join attributes They exploit the usefulness of gainful semijoins and use the removability of pure join attributes to reduce the amount of data transmission required for query processing Heuristic searches are developed to determine a sequence of join and semijoin reducers for query processing Results indicate the importance of the approach to combining joins and semijoins for distributed query processing,7,2,22,Ming-Syan Chen,['Philip S. Yu'],"['combining', 'join', 'and', 'semijoin', 'operations', 'for', 'distributed', 'query', 'processing']","['the', 'application', 'of', 'a', 'combination', 'of', 'join', 'and', 'semijoin', 'operations', 'to', 'minimize', 'the', 'amount', 'of', 'data', 'transmission', 'required', 'for', 'distributed', 'query', 'processing', 'is', 'discussed', 'specifically', 'two', 'important', 'concepts', 'that', 'occur', 'with', 'the', 'use', 'of', 'join', 'operations', 'as', 'reducers', 'in', 'query', 'processing', 'namely', 'gainful', 'semijoins', 'and', 'pure', 'joint', 'attributes', 'are', 'used', 'some', 'semijoint', 'though', 'not', 'profitable', 'themselves', 'may', 'benefit', 'the', 'execution', 'of', 'subsequent', 'join', 'operations', 'as', 'reducers', 'such', 'a', 'semijoin', 'is', 'termed', 'a', 'gainful', 'semijoin', 'in', 'addition', 'join', 'attributes', 'that', 'are', 'not', 'part', 'of', 'the', 'output', 'attributes', 'are', 'referred', 'to', 'as', 'pure', 'join', 'attributes', 'they', 'exploit', 'the', 'usefulness', 'of', 'gainful', 'semijoins', 'and', 'use', 'the', 'removability', 'of', 'pure', 'join', 'attributes', 'to', 'reduce', 'the', 'amount', 'of', 'data', 'transmission', 'required', 'for', 'query', 'processing', 'heuristic', 'searches', 'are', 'developed', 'to', 'determine', 'a', 'sequence', 'of', 'join', 'and', 'semijoin', 'reducers', 'for', 'query', 'processing', 'results', 'indicate', 'the', 'importance', 'of', 'the', 'approach', 'to', 'combining', 'joins', 'and', 'semijoins', 'for', 'distributed', 'query', 'processing']"
464213,Specification Semantics and Enforcement of Dynamic Database Constraints,"['Hans-Dieter Ehrich', 'Udo W. Lipeck', 'Martin Gogolla']",1984,VLDB,642470,"['467151', '1064642', '598226', '1123372', '642159', '642371', '1118191', '938476', '642632', '642725', '486', '741254', '26449', '938942', '1118657', '599825', '939076', '675767']",,11,3,18,Hans-Dieter Ehrich,"['Udo W. Lipeck', 'Martin Gogolla']","['specification', 'semantics', 'and', 'enforcement', 'of', 'dynamic', 'database', 'constraints']",[]
106226,Evaluation of a Parallel Database Machine for Caller Dependent Routing,['Ilsoo Ahn'],1993,DASFAA,140426,"['770707', '771165', '598735', '598497', '1112455', '599601']",,0,1,6,Ilsoo Ahn,[],"['evaluation', 'of', 'a', 'parallel', 'database', 'machine', 'for', 'caller', 'dependent', 'routing']",[]
842541,Linksharing and resource management models for packet networks,"['Sally Floyd', 'Van Jacobson']",1995,IEEEACM Trans Netw,1122129,"['588536', '588442', '771499', '1122127', '1122147', '588628', '588684', '519467']",,132,2,8,Sally Floyd,['Van Jacobson'],"['linksharing', 'and', 'resource', 'management', 'models', 'for', 'packet', 'networks']",[]
479020,Automatic wrapper induction from hiddenweb sources with domain knowledge,"['Pierre Senellart', 'Avin Mittal', 'Daniel Muschick', 'Rémi Gilleron', 'Marc Tommasi']",2008,WIDM,662065,"['154661', '1010023', '299641', '644128', '643265', '29679', '12793', '372711', '777493', '642848', '335148', '300605', '738608', '595522', '674675', '511048', '674879', '600004', '644108', '643540']",We present an original approach to the automatic induction of wrappers for sources of the hidden Web that does not need any human supervision Our approach only needs domain knowledge expressed as a set of concept names and concept instances There are two parts in extracting valuable data from hiddenWeb sources understanding the structure of a given HTML form and relating its fields to concepts of the domain and understanding how resulting records are represented in an HTML result page For the former problem we use a combination of heuristics and of probing with domain instances for the latter we use a supervised machine learning technique adapted to treelike information on an automatic imperfect and imprecise annotation using the domain knowledge We show experiments that demonstrate the validity and potential of the approach,3,5,20,Pierre Senellart,"['Avin Mittal', 'Daniel Muschick', 'Rémi Gilleron', 'Marc Tommasi']","['automatic', 'wrapper', 'induction', 'from', 'hiddenweb', 'sources', 'with', 'domain', 'knowledge']","['we', 'present', 'an', 'original', 'approach', 'to', 'the', 'automatic', 'induction', 'of', 'wrappers', 'for', 'sources', 'of', 'the', 'hidden', 'web', 'that', 'does', 'not', 'need', 'any', 'human', 'supervision', 'our', 'approach', 'only', 'needs', 'domain', 'knowledge', 'expressed', 'as', 'a', 'set', 'of', 'concept', 'names', 'and', 'concept', 'instances', 'there', 'are', 'two', 'parts', 'in', 'extracting', 'valuable', 'data', 'from', 'hiddenweb', 'sources', 'understanding', 'the', 'structure', 'of', 'a', 'given', 'html', 'form', 'and', 'relating', 'its', 'fields', 'to', 'concepts', 'of', 'the', 'domain', 'and', 'understanding', 'how', 'resulting', 'records', 'are', 'represented', 'in', 'an', 'html', 'result', 'page', 'for', 'the', 'former', 'problem', 'we', 'use', 'a', 'combination', 'of', 'heuristics', 'and', 'of', 'probing', 'with', 'domain', 'instances', 'for', 'the', 'latter', 'we', 'use', 'a', 'supervised', 'machine', 'learning', 'technique', 'adapted', 'to', 'treelike', 'information', 'on', 'an', 'automatic', 'imperfect', 'and', 'imprecise', 'annotation', 'using', 'the', 'domain', 'knowledge', 'we', 'show', 'experiments', 'that', 'demonstrate', 'the', 'validity', 'and', 'potential', 'of', 'the', 'approach']"
441855,Authentication in Distributed Systems Theory and Practice,"['Butler W. Lampson', 'Martín Abadi', 'Michael Burrows', 'Edward Wobber']",1991,SOSP,613277,"['119637', '771203', '1117538', '833177', '775439', '774566', '614696', '1117435', '1066174', '891854', '625562', '1123205', '120416']",We describe a theory of authentication and a system that implements it Our theory is based on the notion of principal and a ldquospeaks forrdquo relation between principals A simple principal either has a name or is a communication channel a compound principal can express an adopted role or delegated authority The theory shows how to reason about a principals authority by deducing the other principals that it can speak for authenticating a channel is one important application We use the theory to explain many existing and proposed security mechanisms In particular we describe the system we have built It passes principals efficiently as arguments or results of remote procedure calls and it handles public and shared key encryption name lookup in a large name space groups of principals program loading delegation access control and revocation,120,4,13,Butler W. Lampson,"['Martín Abadi', 'Michael Burrows', 'Edward Wobber']","['authentication', 'in', 'distributed', 'systems', 'theory', 'and', 'practice']","['we', 'describe', 'a', 'theory', 'of', 'authentication', 'and', 'a', 'system', 'that', 'implements', 'it', 'our', 'theory', 'is', 'based', 'on', 'the', 'notion', 'of', 'principal', 'and', 'a', 'ldquospeaks', 'forrdquo', 'relation', 'between', 'principals', 'a', 'simple', 'principal', 'either', 'has', 'a', 'name', 'or', 'is', 'a', 'communication', 'channel', 'a', 'compound', 'principal', 'can', 'express', 'an', 'adopted', 'role', 'or', 'delegated', 'authority', 'the', 'theory', 'shows', 'how', 'to', 'reason', 'about', 'a', 'principals', 'authority', 'by', 'deducing', 'the', 'other', 'principals', 'that', 'it', 'can', 'speak', 'for', 'authenticating', 'a', 'channel', 'is', 'one', 'important', 'application', 'we', 'use', 'the', 'theory', 'to', 'explain', 'many', 'existing', 'and', 'proposed', 'security', 'mechanisms', 'in', 'particular', 'we', 'describe', 'the', 'system', 'we', 'have', 'built', 'it', 'passes', 'principals', 'efficiently', 'as', 'arguments', 'or', 'results', 'of', 'remote', 'procedure', 'calls', 'and', 'it', 'handles', 'public', 'and', 'shared', 'key', 'encryption', 'name', 'lookup', 'in', 'a', 'large', 'name', 'space', 'groups', 'of', 'principals', 'program', 'loading', 'delegation', 'access', 'control', 'and', 'revocation']"
612072,Fault Tolerant Operating Systems,['Peter J. Denning'],1976,ACM Comput Surv,832421,"['771203', '832417', '832415', '771539', '775152', '774915', '771244', '772522', '777038', '771538', '774916', '773618', '613042', '832645', '773565', '613183', '613282', '613319', '777215', '390', '775837', '613197', '613202', '613280']",,37,1,24,Peter J. Denning,[],"['fault', 'tolerant', 'operating', 'systems']",[]
220383,Order Preserving Compression,"['Gennady Antoshenkov', 'David B. Lomet', 'James Murray']",1996,ICDE,299357,"['740420', '1118240', '770138', '153', '146587', '599429', '147095', '1109853']",Orderpreserving compression can improve sorting and searching performance and hence the performance of database systems We describe a new parsing tokenization technique that can be applied to variablelength keys producing substantial compression It can both compress and decompress data permitting variable lengths for dictionary entries and compressed forms The key notion is to partition the space of strings into ranges encoding the common prefix of each range We illustrate our method with padding character compression for multifield keys demonstrating the dramatic gains possible A specific version of the method has been implemented in Digitals Rdb relational database system to enable effective multifield compression,8,3,8,Gennady Antoshenkov,"['David B. Lomet', 'James Murray']","['order', 'preserving', 'compression']","['orderpreserving', 'compression', 'can', 'improve', 'sorting', 'and', 'searching', 'performance', 'and', 'hence', 'the', 'performance', 'of', 'database', 'systems', 'we', 'describe', 'a', 'new', 'parsing', 'tokenization', 'technique', 'that', 'can', 'be', 'applied', 'to', 'variablelength', 'keys', 'producing', 'substantial', 'compression', 'it', 'can', 'both', 'compress', 'and', 'decompress', 'data', 'permitting', 'variable', 'lengths', 'for', 'dictionary', 'entries', 'and', 'compressed', 'forms', 'the', 'key', 'notion', 'is', 'to', 'partition', 'the', 'space', 'of', 'strings', 'into', 'ranges', 'encoding', 'the', 'common', 'prefix', 'of', 'each', 'range', 'we', 'illustrate', 'our', 'method', 'with', 'padding', 'character', 'compression', 'for', 'multifield', 'keys', 'demonstrating', 'the', 'dramatic', 'gains', 'possible', 'a', 'specific', 'version', 'of', 'the', 'method', 'has', 'been', 'implemented', 'in', 'digitals', 'rdb', 'relational', 'database', 'system', 'to', 'enable', 'effective', 'multifield', 'compression']"
651394,Concurrency in Mobile Object Net Systems,"['Michael Köhler', 'Heiko Rölke']",2003,Fundam Inform,881982,"['881722', '1337539', '267553', '45398', '1093429', '888874', '1093430', '45600', '17785', '45628', '116242', '289593', '888902']",In this work we present the model of mobile object net systems  an algebraic formalisation of the nets within netsparadigm The formalism of mobile object nets is well suited to express the dynamics of open mobile systems since it allows tokens to be active The algebraic theory of mobile object net systems covers an integrated view of the two major topics concurrency and locality which are central in the area of mobile computing As a main result of this contribution we derive an algebraic model in the Petri nets are monoids style It is shown that mobile object net systems are a conservative extension of the Petri net formalism,9,2,13,Michael Köhler,['Heiko Rölke'],"['concurrency', 'in', 'mobile', 'object', 'net', 'systems']","['in', 'this', 'work', 'we', 'present', 'the', 'model', 'of', 'mobile', 'object', 'net', 'systems', 'an', 'algebraic', 'formalisation', 'of', 'the', 'nets', 'within', 'netsparadigm', 'the', 'formalism', 'of', 'mobile', 'object', 'nets', 'is', 'well', 'suited', 'to', 'express', 'the', 'dynamics', 'of', 'open', 'mobile', 'systems', 'since', 'it', 'allows', 'tokens', 'to', 'be', 'active', 'the', 'algebraic', 'theory', 'of', 'mobile', 'object', 'net', 'systems', 'covers', 'an', 'integrated', 'view', 'of', 'the', 'two', 'major', 'topics', 'concurrency', 'and', 'locality', 'which', 'are', 'central', 'in', 'the', 'area', 'of', 'mobile', 'computing', 'as', 'a', 'main', 'result', 'of', 'this', 'contribution', 'we', 'derive', 'an', 'algebraic', 'model', 'in', 'the', 'petri', 'nets', 'are', 'monoids', 'style', 'it', 'is', 'shown', 'that', 'mobile', 'object', 'net', 'systems', 'are', 'a', 'conservative', 'extension', 'of', 'the', 'petri', 'net', 'formalism']"
839979,System R Relational Approach to Database Management,"['Morton M. Astrahan', 'Mike W. Blasgen', 'Donald D. Chamberlin', 'Kapali P. Eswaran', 'Jim Gray', 'Patricia P. Griffiths', 'W. Frank King III', 'Raymond A. Lorie', 'Paul R. McJones', 'James W. Mehl', 'Gianfranco R. Putzolu', 'Irving L. Traiger', 'Bradford W. Wade', 'Vera Watson']",1976,ACM Trans Database Syst,1118192,"['769587', '525617', '740420', '598297', '770707', '1196193', '642428', '642500', '598689', '598729', '1129303', '643669', '776156', '599825', '643896']",System R is a database management system which provides a high level relational data interface The systems provides a high level of data independence by isolating the end user as much as possible from underlying storage structures The system permits definition of a variety of relational views on common underlying data Data control features are provided including authorization integrity assertions triggered transactions a logging and recovery subsystem and facilities for maintaining data consistency in a sharedupdate environment This paper contains a description of the overall architecture and design of the system At the present time the system is being implemented and the design evaluated We emphasize that System R is a vehicle for research in database architecture and is not planned as a product,362,14,15,Morton M. Astrahan,"['Mike W. Blasgen', 'Donald D. Chamberlin', 'Kapali P. Eswaran', 'Jim Gray', 'Patricia P. Griffiths', 'W. Frank King III', 'Raymond A. Lorie', 'Paul R. McJones', 'James W. Mehl', 'Gianfranco R. Putzolu', 'Irving L. Traiger', 'Bradford W. Wade', 'Vera Watson']","['system', 'r', 'relational', 'approach', 'to', 'database', 'management']","['system', 'r', 'is', 'a', 'database', 'management', 'system', 'which', 'provides', 'a', 'high', 'level', 'relational', 'data', 'interface', 'the', 'systems', 'provides', 'a', 'high', 'level', 'of', 'data', 'independence', 'by', 'isolating', 'the', 'end', 'user', 'as', 'much', 'as', 'possible', 'from', 'underlying', 'storage', 'structures', 'the', 'system', 'permits', 'definition', 'of', 'a', 'variety', 'of', 'relational', 'views', 'on', 'common', 'underlying', 'data', 'data', 'control', 'features', 'are', 'provided', 'including', 'authorization', 'integrity', 'assertions', 'triggered', 'transactions', 'a', 'logging', 'and', 'recovery', 'subsystem', 'and', 'facilities', 'for', 'maintaining', 'data', 'consistency', 'in', 'a', 'sharedupdate', 'environment', 'this', 'paper', 'contains', 'a', 'description', 'of', 'the', 'overall', 'architecture', 'and', 'design', 'of', 'the', 'system', 'at', 'the', 'present', 'time', 'the', 'system', 'is', 'being', 'implemented', 'and', 'the', 'design', 'evaluated', 'we', 'emphasize', 'that', 'system', 'r', 'is', 'a', 'vehicle', 'for', 'research', 'in', 'database', 'architecture', 'and', 'is', 'not', 'planned', 'as', 'a', 'product']"
489032,Index structures and algorithms for querying distributed RDF repositories,"['Heiner Stuckenschmidt', 'Richard Vdovjak', 'Geert-Jan Houben', 'Jeen Broekstra']",2004,WWW,674799,"['673916', '1138057', '1138177', '949714', '583315', '301066', '300973', '299512', '644036', '1125108', '2303', '1112403', '874845', '832687', '598915', '2612', '599752', '599750', '643430']",A technical infrastructure for storing querying and managing RDFdata is a key element in the current semantic web development Systems like Jena Sesame or the ICSFORTH RDF Suite are widelyused for building semantic web applications Currently none ofthese systems supports the integrated querying of distributed RDF repositories We consider this a major shortcoming since the semanticweb is distributed by nature In this paper we present an architecture for querying distributed RDF repositories by extending the existing Sesame system We discuss the implications of our architectureand propose an index structure as well as algorithms forquery processing and optimization in such a distributed context,7,4,19,Heiner Stuckenschmidt,"['Richard Vdovjak', 'Geert-Jan Houben', 'Jeen Broekstra']","['index', 'structures', 'and', 'algorithms', 'for', 'querying', 'distributed', 'rdf', 'repositories']","['a', 'technical', 'infrastructure', 'for', 'storing', 'querying', 'and', 'managing', 'rdfdata', 'is', 'a', 'key', 'element', 'in', 'the', 'current', 'semantic', 'web', 'development', 'systems', 'like', 'jena', 'sesame', 'or', 'the', 'icsforth', 'rdf', 'suite', 'are', 'widelyused', 'for', 'building', 'semantic', 'web', 'applications', 'currently', 'none', 'ofthese', 'systems', 'supports', 'the', 'integrated', 'querying', 'of', 'distributed', 'rdf', 'repositories', 'we', 'consider', 'this', 'a', 'major', 'shortcoming', 'since', 'the', 'semanticweb', 'is', 'distributed', 'by', 'nature', 'in', 'this', 'paper', 'we', 'present', 'an', 'architecture', 'for', 'querying', 'distributed', 'rdf', 'repositories', 'by', 'extending', 'the', 'existing', 'sesame', 'system', 'we', 'discuss', 'the', 'implications', 'of', 'our', 'architectureand', 'propose', 'an', 'index', 'structure', 'as', 'well', 'as', 'algorithms', 'forquery', 'processing', 'and', 'optimization', 'in', 'such', 'a', 'distributed', 'context']"
464063,A Comparison of SelfContained and Embedded Database Languages,"['A. Christensen', 'Torben U. Zahle']",1987,VLDB,642298,"['769587', '1064841', '1064842', '643833']",,2,2,4,A. Christensen,['Torben U. Zahle'],"['a', 'comparison', 'of', 'selfcontained', 'and', 'embedded', 'database', 'languages']",[]
844145,A compiler for analyzing cryptographic protocols using noninterference,"['Antonio Durante', 'Riccardo Focardi', 'Roberto Gorrieri']",2000,ACM Trans Softw Eng Methodol,1124285,"['2595', '1066497', '1066798', '208653', '970586', '841934', '267972', '773268', '970546', '774566', '1117550', '123869', '124105', '124031', '124025', '123820', '123892', '1127238', '83852', '79389', '625307', '1457912', '1128091', '1076152', '120502', '808575', '124027']",The Security Process Algebra SPA is a CCSlike specification languag e where actions belong to two different levels of confidentiality It has been used to define several noninterferencelike security properties whose verification has been automated by the tool CoSeC In recent years a method for analyzing security protocols using SPA and CoSeC has been developed Even if it has been useful in analyzing small security protocols this method has shown to be errorprone as it requires the protocol description and its environment to be written by hand This problem has been solved by defining a protocol specification language more abstract than SPA called VSP and a compiler CVS that automatically generates the SPA specification for a given protocol described in VSP The VSPCVS technology is very powerful and its usefulness is shown with some case studies the WooLam oneway authentication protocol for which a new attack to authentication is found and the Wide Mouthed Frog protocol where different kinds of attack are detected and analyzed,15,3,27,Antonio Durante,"['Riccardo Focardi', 'Roberto Gorrieri']","['a', 'compiler', 'for', 'analyzing', 'cryptographic', 'protocols', 'using', 'noninterference']","['the', 'security', 'process', 'algebra', 'spa', 'is', 'a', 'ccslike', 'specification', 'languag', 'e', 'where', 'actions', 'belong', 'to', 'two', 'different', 'levels', 'of', 'confidentiality', 'it', 'has', 'been', 'used', 'to', 'define', 'several', 'noninterferencelike', 'security', 'properties', 'whose', 'verification', 'has', 'been', 'automated', 'by', 'the', 'tool', 'cosec', 'in', 'recent', 'years', 'a', 'method', 'for', 'analyzing', 'security', 'protocols', 'using', 'spa', 'and', 'cosec', 'has', 'been', 'developed', 'even', 'if', 'it', 'has', 'been', 'useful', 'in', 'analyzing', 'small', 'security', 'protocols', 'this', 'method', 'has', 'shown', 'to', 'be', 'errorprone', 'as', 'it', 'requires', 'the', 'protocol', 'description', 'and', 'its', 'environment', 'to', 'be', 'written', 'by', 'hand', 'this', 'problem', 'has', 'been', 'solved', 'by', 'defining', 'a', 'protocol', 'specification', 'language', 'more', 'abstract', 'than', 'spa', 'called', 'vsp', 'and', 'a', 'compiler', 'cvs', 'that', 'automatically', 'generates', 'the', 'spa', 'specification', 'for', 'a', 'given', 'protocol', 'described', 'in', 'vsp', 'the', 'vspcvs', 'technology', 'is', 'very', 'powerful', 'and', 'its', 'usefulness', 'is', 'shown', 'with', 'some', 'case', 'studies', 'the', 'woolam', 'oneway', 'authentication', 'protocol', 'for', 'which', 'a', 'new', 'attack', 'to', 'authentication', 'is', 'found', 'and', 'the', 'wide', 'mouthed', 'frog', 'protocol', 'where', 'different', 'kinds', 'of', 'attack', 'are', 'detected', 'and', 'analyzed']"
586836,Failover load sharing and server architecture in SIP telephony,"['Kundan Singh', 'Henning Schulzrinne']",2007,Computer Communications,802490,"['482304', '794540', '613039', '613383', '398856', '794276', '793828', '928771']",We apply some of the existing web server redundancy techniques for high service availability and scalability to the relatively new IP telephony context The paper compares various failover and load sharing methods for registration and call routing servers based on the Session Initiation Protocol SIP In particular we consider SIP server failover techniques based on the clients DNS Domain Name Service database replication and IP address takeover and load sharing techniques using DNS SIP identifiers network address translators and servers with same IP addresses We describe our twostage reliable and scalable SIP server architecture in which the first stage proxies the request to one of the second stage server group based on the destination user identifier We quantitatively evaluate the performance improvement of the load sharing architecture using our SIP server We quantitatively compare the effect of SIP server architecture such as eventbased and thread pool Additionally we present an overview of the failover mechanism we implemented in our testbed using the open source MySQL database,0,2,8,Kundan Singh,['Henning Schulzrinne'],"['failover', 'load', 'sharing', 'and', 'server', 'architecture', 'in', 'sip', 'telephony']","['we', 'apply', 'some', 'of', 'the', 'existing', 'web', 'server', 'redundancy', 'techniques', 'for', 'high', 'service', 'availability', 'and', 'scalability', 'to', 'the', 'relatively', 'new', 'ip', 'telephony', 'context', 'the', 'paper', 'compares', 'various', 'failover', 'and', 'load', 'sharing', 'methods', 'for', 'registration', 'and', 'call', 'routing', 'servers', 'based', 'on', 'the', 'session', 'initiation', 'protocol', 'sip', 'in', 'particular', 'we', 'consider', 'sip', 'server', 'failover', 'techniques', 'based', 'on', 'the', 'clients', 'dns', 'domain', 'name', 'service', 'database', 'replication', 'and', 'ip', 'address', 'takeover', 'and', 'load', 'sharing', 'techniques', 'using', 'dns', 'sip', 'identifiers', 'network', 'address', 'translators', 'and', 'servers', 'with', 'same', 'ip', 'addresses', 'we', 'describe', 'our', 'twostage', 'reliable', 'and', 'scalable', 'sip', 'server', 'architecture', 'in', 'which', 'the', 'first', 'stage', 'proxies', 'the', 'request', 'to', 'one', 'of', 'the', 'second', 'stage', 'server', 'group', 'based', 'on', 'the', 'destination', 'user', 'identifier', 'we', 'quantitatively', 'evaluate', 'the', 'performance', 'improvement', 'of', 'the', 'load', 'sharing', 'architecture', 'using', 'our', 'sip', 'server', 'we', 'quantitatively', 'compare', 'the', 'effect', 'of', 'sip', 'server', 'architecture', 'such', 'as', 'eventbased', 'and', 'thread', 'pool', 'additionally', 'we', 'present', 'an', 'overview', 'of', 'the', 'failover', 'mechanism', 'we', 'implemented', 'in', 'our', 'testbed', 'using', 'the', 'open', 'source', 'mysql', 'database']"
953603,Fields of Experts,"['Stefan Roth', 'Michael J. Black']",2009,International Journal of Computer Vision,1270802,"['127840', '1022629', '593048', '2135', '1032709', '293036', '907593', '1031637', '833891', '1031862', '632444', '1031760', '1009561', '128912', '908099', '1023318', '1033033', '1336154', '1033081', '136783', '576677', '908624', '1031659', '608625', '293609', '825551', '1033547', '1022992', '985098', '907875', '908266', '907861', '335304', '985181', '985253', '293399', '293077', '1225378']",We develop a framework for learning generic expressive image priors that capture the statistics of natural scenes and can be used for a variety of machine vision tasks The approach provides a practical method for learning highorder Markov random field MRF models with potential functions that extend over large pixel neighborhoods These clique potentials are modeled using the ProductofExperts framework that uses nonlinear functions of many linear filter responses In contrast to previous MRF approaches all parameters including the linear filters themselves are learned from training data We demonstrate the capabilities of this FieldofExperts model with two example applications image denoising and image inpainting which are implemented using a simple approximate inference scheme While the model is trained on a generic image database and is not tuned toward a specific application we obtain results that compete with specialized techniques,3,2,38,Stefan Roth,['Michael J. Black'],"['fields', 'of', 'experts']","['we', 'develop', 'a', 'framework', 'for', 'learning', 'generic', 'expressive', 'image', 'priors', 'that', 'capture', 'the', 'statistics', 'of', 'natural', 'scenes', 'and', 'can', 'be', 'used', 'for', 'a', 'variety', 'of', 'machine', 'vision', 'tasks', 'the', 'approach', 'provides', 'a', 'practical', 'method', 'for', 'learning', 'highorder', 'markov', 'random', 'field', 'mrf', 'models', 'with', 'potential', 'functions', 'that', 'extend', 'over', 'large', 'pixel', 'neighborhoods', 'these', 'clique', 'potentials', 'are', 'modeled', 'using', 'the', 'productofexperts', 'framework', 'that', 'uses', 'nonlinear', 'functions', 'of', 'many', 'linear', 'filter', 'responses', 'in', 'contrast', 'to', 'previous', 'mrf', 'approaches', 'all', 'parameters', 'including', 'the', 'linear', 'filters', 'themselves', 'are', 'learned', 'from', 'training', 'data', 'we', 'demonstrate', 'the', 'capabilities', 'of', 'this', 'fieldofexperts', 'model', 'with', 'two', 'example', 'applications', 'image', 'denoising', 'and', 'image', 'inpainting', 'which', 'are', 'implemented', 'using', 'a', 'simple', 'approximate', 'inference', 'scheme', 'while', 'the', 'model', 'is', 'trained', 'on', 'a', 'generic', 'image', 'database', 'and', 'is', 'not', 'tuned', 'toward', 'a', 'specific', 'application', 'we', 'obtain', 'results', 'that', 'compete', 'with', 'specialized', 'techniques']"
652003,Towards a Pragmatic Mereology,"['Ryszard Janicki', 'Dai Tri Man Le']",2007,Fundam Inform,882708,"['846185', '845531', '493873', '1124172', '774916', '1056876', '770707', '1124257', '881862']",A version of mereology ie theory of parts and fusions is presented Some applications to model software structures are discussed,1,2,9,Ryszard Janicki,['Dai Tri Man Le'],"['towards', 'a', 'pragmatic', 'mereology']","['a', 'version', 'of', 'mereology', 'ie', 'theory', 'of', 'parts', 'and', 'fusions', 'is', 'presented', 'some', 'applications', 'to', 'model', 'software', 'structures', 'are', 'discussed']"
